transaction_id,timestamp,account_origin,account_destination,amount,currency,transaction_type,device_ip,is_fraud_suspect
bb436be6-ed0e-4f36-bb89-e5ca34171721,2026-04-24T11:22:20.036073,MOFE11356762249649,QMHI82469643118812,872.13,BRL,TED,148.44.44.183,False
a896275f-a441-43d5-8e84-2562523ccc38,2026-04-21T07:59:50.623690,VBYJ95193469365634,YTVM64459492630361,208.72,BRL,TED,28.68.60.164,False
9e0c4450-d02c-435f-81b1-de3065264a9e,2026-03-17T10:25:00.371116,YMNO58095777437881,NOFE83840879322713,27.66,BRL,PIX,48.245.101.161,False
6fef762c-276e-4976-91e4-f88cdf83f17b,2026-04-11T23:44:29.974203,WSMQ91078133842837,MPNO52752658365019,153.47,BRL,DOC,24.103.25.208,False
1791b52f-b079-496e-a097-8286e39719bf,2026-01-05T10:46:22.722954,WXOC04623726936358,LJPH71179223699557,446.68,BRL,DEBITO,106.142.19.46,False
2b0aeb14-2067-4f4b-bf55-6360c4711ae6,2026-01-10T03:53:39.625338,HNBE15441809368981,DWLT12825174906265,328.94,BRL,CREDITO,81.170.136.2,False
3aa2adb1-8b84-473a-bdac-f44b199a9346,2026-03-10T02:53:22.011918,JVRN89640367792265,QGOF52300495901493,952.51,BRL,DEBITO,2.105.223.116,False
a865940f-8aab-4870-9ffe-8ac65b761f36,2026-01-01T01:23:11.263440,IZEM10712292924251,EBAH13987455760607,671.46,BRL,CREDITO,172.13.10.251,False
6559f83f-7b96-42cd-a74e-5a94cc31a23c,2026-03-31T02:42:04.868562,WNWW48644368911742,MUFX65949386336414,733.54,BRL,TED,198.239.131.164,False
ae2ffcac-052c-4f88-854b-af235fa48081,2026-02-28T22:55:56.430696,VAUB86458517315467,PCFN42873520208429,698.31,BRL,TED,27.161.21.63,False
f14615f8-46e3-44cd-ac31-2a2ae1038df7,2026-01-15T16:14:00.983392,UERW01137734233050,EZBT13221582219172,285.3,BRL,PIX,56.97.190.40,False
5397ffe6-3ac6-43d6-9546-d012ba39ee1b,2026-02-11T03:31:56.742784,JZJC74414592970641,GUKX15608124179765,341.55,BRL,TED,121.93.192.29,False
bc19efaf-4e0f-4979-b9b9-574fee09a08e,2026-04-07T10:41:07.448466,FAOS98956340424299,QZPW62556160984384,384.33,BRL,DOC,151.107.247.121,False
3f262a70-77e3-4cc2-8d46-46e2f56beb60,2026-03-14T07:30:19.000313,ENNX04572451972020,HBCC24335683056677,97.4,BRL,CREDITO,160.97.147.253,False
b85739dd-9af7-494f-bfbe-939b427544d5,2026-04-07T03:26:28.780837,LXDW43818377163051,IHXA00994027652562,629.46,BRL,DOC,47.144.178.90,False
8625c95e-9dc5-4bf8-81f0-8137741e44a6,2026-01-30T09:02:44.890810,CYDN57553133622241,YLBP44677852769918,644.97,BRL,DOC,107.254.110.237,False
ed54deab-852a-4537-b1e1-1e23480a8fdc,2026-01-03T12:52:39.028069,HDAD88018178825454,KUBL87155656217623,791.89,BRL,DOC,181.222.249.146,False
764a1fcc-206d-469e-b698-e5f22d629590,2026-01-14T08:59:05.711148,OHTV57019777852774,ESYN57510123314302,218.69,BRL,TED,95.243.218.109,False
48fea763-37dc-4b87-bf9a-718de5750d2f,2026-01-28T19:45:05.180799,LBXL01415108559975,MRUS70001185115949,752.93,BRL,DEBITO,32.170.141.154,False
a22e2f29-d611-4e87-a2d0-871965c10b0f,2026-01-03T04:07:03.007774,UMED93462945875464,ZIJZ54140032851575,88.34,BRL,CREDITO,195.169.86.97,False
e34629e9-2847-4e90-af01-07700a34032a,2026-03-14T06:12:20.114433,IRTB27297313585075,LFFJ78254875119407,984.24,BRL,DOC,136.15.127.198,False
4b2a932e-eefc-41cb-b4a6-59c73533ef2f,2026-04-01T17:15:30.256875,JQHL85856304194690,FBBK85536059824634,430.52,BRL,TED,64.101.153.116,False
7ecd57ad-334a-46e1-a504-b0be6cd43360,2026-01-24T15:35:48.670627,QGVK82251741120303,MDXB95455695365806,858.83,BRL,TED,131.242.209.77,False
1f9d7182-b6d5-41cd-9ce1-3f43566ec8a0,2026-03-17T03:39:04.683557,DXXY33500650894559,SSNY53473148974787,577.44,BRL,DEBITO,83.94.142.143,False
f7cdd5e6-997d-4034-8c00-4002f73fa53c,2026-02-16T08:27:12.883634,DEKK31412743603556,QYMF44953315758217,947.41,BRL,DOC,73.155.50.58,False
5e03ee6a-e3c1-4b82-b5d3-0248bbf90d98,2026-03-06T12:48:29.500974,SGRH06407142068730,CZYQ73413114905467,82.61,BRL,CREDITO,54.244.55.177,False
2983d320-06f9-48dd-9b1f-06cb6eefd65e,2026-03-19T18:38:21.741575,KZLV36893934435360,SJZY11837818765522,78.15,BRL,CREDITO,12.100.69.205,False
7f0bf09b-9d61-4c9a-b7c8-fcfc348acf74,2026-04-09T03:04:41.939032,HOOC62692593619493,YCNO03580929322285,311.75,BRL,CREDITO,72.151.46.120,False
d9a7fbff-a0a8-4a82-b493-538c185f06ca,2026-04-16T17:41:14.784999,DNAY98868830331837,UPCI12870873207218,442.8,BRL,DEBITO,85.132.191.16,False
654f8577-46cf-4ec8-80fe-4d520be94c5a,2026-01-06T12:37:35.789166,XNWZ72813518830977,EABQ35500450461273,306.04,BRL,TED,4.226.181.138,False
62fad489-767a-4a3e-bc0f-f7e9d35bbb6e,2026-03-13T08:07:47.930274,KPXW28482369826680,EMHN50591650584451,199.01,BRL,TED,221.83.32.242,False
716a4085-b126-4e02-a00f-71152bc3277f,2026-02-27T03:46:55.249619,TRAB34913635802113,MGVX04906596559881,27.0,BRL,DOC,190.142.232.128,True
4c50abf5-933a-4e5c-8967-792e63d23709,2026-03-16T07:43:35.207861,NXKJ12727076480288,NORU72386502111887,483.66,BRL,TED,34.197.240.123,False
c98c40aa-03aa-4cb5-aa6e-13c697d3565f,2026-02-13T08:26:29.153119,BTJK57781304011746,QDVK71208860142021,154.58,BRL,CREDITO,104.246.74.130,False
90edd79c-39bd-4cc0-993d-bfe2a216ac2b,2026-04-10T10:19:07.808835,EKTW00086597667706,ICYR14223957994289,210.07,BRL,TED,100.133.109.18,False
85905a82-2303-47ce-94ae-e27063c68ad9,2026-02-11T10:21:39.677068,PLJQ74072761943188,FQGD60954407469112,86.21,BRL,TED,77.127.205.32,False
44df7704-916a-4dd6-84f3-be1766cb305e,2026-02-07T19:37:18.666656,IIQJ24990021801526,JVCG12674810676744,515.34,BRL,CREDITO,71.148.68.242,False
cb1d8a86-2e11-4f38-8e4e-9f5b6dd89632,2026-04-01T10:26:33.951205,PRIT27605369302751,IKMI51443104100630,915.22,BRL,TED,49.77.212.149,False
2ade04e0-0de1-4c5c-a803-db81ea5f7884,2026-02-24T02:34:00.301706,GGQM19988708179018,GVUO16190623402001,225.47,BRL,DOC,47.55.154.201,False
86ae8194-4041-4224-8a0b-13d01bf8bc43,2026-02-24T12:20:35.553943,HVTV73688758108455,GOXL70881980145588,29.64,BRL,DOC,72.157.198.150,False
f5dab621-e9fa-4940-91b5-f61a5e22e9e9,2026-01-24T11:44:46.410928,FYLM76602485934865,OLCJ73276798986379,840.43,BRL,CREDITO,45.174.74.188,False
3198caf3-9f7f-4f84-a4e1-0e24c076e41e,2026-03-18T22:27:30.588731,SEXV07915027480149,FBCO16165026202608,83.58,BRL,DOC,89.153.34.113,False
787ff446-0cf2-4e88-a662-9c43628bd141,2026-01-06T11:22:15.621186,RBTW69743597738712,VRMG39099371468167,589.68,BRL,PIX,69.106.22.235,False
31b4d5a6-6e33-437b-95fe-53ada016e839,2026-01-17T18:55:53.175285,DCTW39524827311026,KXVC88458210478982,67.65,BRL,PIX,47.85.86.161,False
d7a2a588-6f58-4312-abee-41643e47f007,2026-03-02T14:00:22.370315,AGCK93906306728072,QZNO73524343008805,827.0,BRL,CREDITO,217.95.107.14,False
7a906911-d39b-4d9a-8163-c1be430edad6,2026-03-29T12:38:10.319130,WPSS56330798244586,AOGC61171668243202,282.43,BRL,CREDITO,21.67.176.13,False
a5c43e0b-74d6-4037-a29d-551e5d70b9af,2026-02-26T06:25:31.763313,PXER63014370291791,BLRH42092164462509,622.05,BRL,PIX,178.162.76.65,False
13cc1f27-7747-4ae0-ab47-d71134b9b422,2026-01-15T17:12:41.997533,ZQTM13595464293105,EVRD16094823128203,481.01,BRL,PIX,134.54.1.147,False
1e4295b0-a645-43d3-bfc0-332616dff94b,2026-02-14T15:32:16.346538,JZWC14998579101641,WMKH74207530163023,941.58,BRL,DEBITO,18.53.63.226,False
0175e49d-4b30-48f6-9dd8-d570e91e4075,2026-03-10T11:55:51.378550,PFSN84041921601782,DEDY49999671827553,787.67,BRL,TED,14.84.157.51,False
ebbeeccb-30ca-412c-9de1-460a93ca74a3,2026-03-05T22:28:56.191986,IPVG63269067847178,KKIP95239180445809,251.1,BRL,DEBITO,51.228.107.105,False
aa17c9f5-908b-437a-b5af-8de596801b67,2026-01-02T04:43:56.199788,PXSM69294564135046,FSXQ61796374671163,850.2,BRL,TED,216.252.131.122,True
45e66c37-f799-40cd-9927-9bfddac5e96f,2026-03-30T12:23:19.389446,KSFM57047498829709,JUWW25143803131975,961.12,BRL,DOC,137.160.231.209,False
0de7424f-94ba-4fde-a8ca-f28e5bd5a75b,2026-01-14T19:58:50.012309,ZLQD85139043684171,DGII65649659391312,35.0,BRL,CREDITO,95.154.47.149,False
2119a37e-f957-4ca5-b571-d258706e985b,2026-01-06T02:01:47.424947,VIVX07670509644419,KCKB43175697174866,728.93,BRL,TED,62.252.79.239,True
97dbc6cc-5902-41ff-9e91-91860c31923b,2026-01-31T06:16:45.708130,RLOX41190467158397,HQFQ72209221596531,285.71,BRL,PIX,67.164.115.78,True
ec34a298-0a97-4277-89de-e205da0dda8f,2026-03-08T07:55:27.976592,MBFU49143204670599,LRIV35506103492390,963.12,BRL,PIX,223.0.176.21,False
6b5d427c-a14c-4bf7-a393-aae3b590dfba,2026-02-14T01:59:46.505007,HYDH50752341697876,TMYQ44400257182346,67.98,BRL,DEBITO,178.255.161.18,False
f9f7d9e0-42e9-4631-a842-d5207919d31a,2026-02-01T02:44:00.896013,LCKD94245115706256,PDGW12559389349465,180.51,BRL,CREDITO,78.220.61.228,False
6190cbbf-a813-4e95-b40f-e918b7d40af4,2026-01-06T05:15:44.435736,NHCY42778327345324,BCTR63052683810474,598.96,BRL,DOC,206.7.229.206,False
bb9d226d-b9ad-4f86-a9b3-e1b48dfc29d3,2026-02-21T23:49:40.119353,YEAR21245651818177,PESL27149834542063,248.61,BRL,DOC,177.243.242.129,False
62be2d6a-a56c-402d-ba18-991858c40238,2026-02-28T22:59:05.007434,GIML39505387373328,FQDU57002292917516,994.26,BRL,DOC,180.100.12.192,False
4e28bb37-a402-411c-8c2c-7cf7ffb34942,2026-01-20T20:32:11.488650,DSFM32283827583777,POJM78655602322084,243.38,BRL,DEBITO,66.225.186.236,False
ffaeeeec-f1f0-4af4-8e12-154c46adfa01,2026-04-24T01:15:16.796763,XCNF56239516627071,DWSB05835253266937,374.27,BRL,TED,122.50.109.125,False
5dd4703f-ab94-4fa7-8914-33ec0176736c,2026-01-22T07:47:36.197872,IQCR96561639128936,KTUH80733302287613,187.07,BRL,TED,29.109.130.96,False
a3f13c17-ae9c-4e73-be17-e6a408f7c0df,2026-01-03T13:38:42.701350,QPRJ92955533445915,XDTT52217996142887,343.18,BRL,DOC,11.60.122.25,False
0c5b9256-4007-4b94-b8c1-a458cebbf792,2026-01-12T09:31:22.465345,UDHF18977481141992,TZMU66038909144142,910.69,BRL,DEBITO,75.184.70.43,False
aada878b-a633-45d0-b0d2-74b298a00cd4,2026-02-18T04:30:05.712845,GEUH72505645099898,LQQA46087279839814,555.66,BRL,CREDITO,206.145.62.109,False
d838f38b-f808-4f80-bfe9-ec706c07339b,2026-01-01T05:13:46.005430,TZSH45455076443338,XYPX30608452180484,483.62,BRL,DOC,68.57.42.101,False
e4dfc38c-02c9-4c5b-bc1d-21f1ed03a028,2026-02-04T08:45:03.115815,XFVJ32505889855639,OEHK76908737995697,760.1,BRL,DOC,50.1.222.31,False
de8c6314-25f7-4fe5-83cf-0325b77ff3ad,2026-01-10T02:44:33.468396,MITB32357960374967,FAFJ79778549468033,587.23,BRL,PIX,40.72.25.60,True
02e1a551-9f10-41f0-b8da-7422ab3b44dc,2026-02-10T14:35:56.873435,UHHT10333980526394,FIOT90067071047366,907.22,BRL,TED,93.191.108.248,False
102b5e16-aecb-453b-925b-f1c38f3a790b,2026-04-01T15:47:02.395257,OXAS19499191495184,BVSJ73769067415779,33.2,BRL,PIX,163.111.53.176,False
07fd9d78-e41e-4655-9d2a-467762b66c9e,2026-02-09T13:27:29.166338,FMMV99588971968386,KIVA92789543136780,67.2,BRL,DEBITO,99.148.195.157,False
e744c73d-68ca-47f0-ba35-a5a3cb2e5ea7,2026-02-12T07:51:20.433995,ALBD23178954339870,NGZF18566582207382,152.76,BRL,TED,144.15.179.147,False
e65e6092-cda6-4ffa-a47d-4d0637960187,2026-03-03T15:28:47.565084,LDMW64735583733589,ACRT24155862150942,900.18,BRL,CREDITO,139.40.57.110,False
6e53317f-c7fc-4d27-8f47-dca8075acdc3,2026-01-16T03:05:14.513334,GIPQ23055297104710,DVQX39724237788937,958.86,BRL,DOC,216.29.61.72,False
1b9c685d-6be8-4e3c-a07c-ce2303d1b745,2026-03-21T21:32:55.914536,ZMYK48671903330478,QTTB21284467575862,517.68,BRL,PIX,215.76.65.197,False
6893c988-ce93-47ff-bb32-d674dbc7da3c,2026-03-18T03:18:49.626186,HPGN23282313925588,ABCM21090762872789,650.09,BRL,PIX,196.36.143.6,False
1d2350ad-0f89-4645-8937-24fddfb67553,2026-01-04T22:34:02.345877,TZJO65527378772550,FBYO36451585627076,279.81,BRL,CREDITO,184.239.160.105,False
ea8a0a0d-5936-43f7-b7e5-d64cc864c2be,2026-01-20T16:07:07.421325,JTUA36854625970453,GNIB31491028088199,161.06,BRL,PIX,154.108.165.113,False
8d5d5638-c035-4946-aa17-7bddd38b8216,2026-03-28T18:10:20.834642,VKCY61787526518057,HKIV27276563899832,550.21,BRL,PIX,137.50.170.166,False
c970954e-9ee3-47a8-a2bc-437e98df7b95,2026-02-03T12:55:17.386913,LIRP66806376585366,KZJC15120839521642,953.33,BRL,DOC,223.60.59.79,False
8abeeafe-3910-46a7-9bd9-5aced245d128,2026-01-20T21:05:46.995782,ZRCU37771143596837,ODFI45328820576296,648.74,BRL,CREDITO,57.243.72.98,False
8ae75ae2-e877-4802-b6a6-b071cb5aa6fa,2026-02-18T02:02:10.163332,NWNK23943015466685,XIRZ67446786586462,562.24,BRL,TED,59.15.164.111,False
71e95f59-09b3-4687-8f65-cc11003d2823,2026-04-12T17:35:06.588798,FTNS96555788182657,LIOL12042421297314,823.13,BRL,DOC,125.189.178.51,False
f51e0949-4ecc-418e-9430-661c135eea18,2026-03-29T02:57:15.930913,MPOZ05044006571998,SUBS82227273575931,136.88,BRL,TED,35.226.158.127,False
3ad09df7-c28b-4b4f-b064-3965ea9da5b4,2026-02-23T19:13:34.029275,WLFA16756676212256,PQQZ92369808016037,667.29,BRL,CREDITO,221.238.12.222,False
4d225a96-2447-4986-a048-f18dcc042439,2026-02-26T08:46:31.020663,SEBC82324115377576,KPIB71689908144090,588.16,BRL,CREDITO,134.3.144.68,False
f98d37eb-9b66-449d-b305-4946fe76a4dd,2026-03-26T16:18:05.671589,LPTP02852950333783,XVRG44391799031419,675.66,BRL,PIX,32.116.18.2,False
f6e4b4b0-7506-486e-adaa-4fb6bd8e3eba,2026-03-09T01:49:24.714559,CBOU95409181707026,LLPQ70811114357553,991.31,BRL,DOC,40.151.85.135,False
01130ddd-8fcf-47be-80eb-ab1045f9b567,2026-02-20T03:56:44.323778,FTZP22638718190867,TXZK43279476416466,224.18,BRL,DOC,128.252.248.61,False
e7f43dc9-3bd2-452c-b519-5334f7da4432,2026-01-17T16:42:36.937820,USMN62949831839655,WEUW93093782012212,414.75,BRL,TED,73.158.176.119,False
4d54c979-fd21-4375-a8fe-ff92bb1fd75d,2026-02-13T10:08:18.859146,IXJB31967157107868,YESO52481134762125,733.32,BRL,DEBITO,61.239.172.23,False
